MES,CODIGOCLIENTE,VAR_0057,VAR_0058,VAR_0059,VAR_0060,VAR_0061
201701,IBK_CODUNICO00027833167,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.49046280819511495
201701,IBK_CODUNICO0009307961,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.49046158691992103
201701,IBK_CODUNICO00027093057,PRIMER_CANAL_1,PRODUCTO_1,CANAL_2,CANAL_2,0.432118751691472
201701,IBK_CODUNICO00022712923,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.43211384364928795
201701,IBK_CODUNICO00029189362,PRIMER_CANAL_5,PRODUCTO_4,CANAL_1,CANAL_1,0.43121066894059495
201701,IBK_CODUNICO00025008640,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.6937266161475079
201701,IBK_CODUNICO0005025369,PRIMER_CANAL_1,PRODUCTO_1,CANAL_1,CANAL_2,0.428482987698147
201701,IBK_CODUNICO00028075490,PRIMER_CANAL_4,PRODUCTO_2,CANAL_1,CANAL_1,0.451048687647286
201701,IBK_CODUNICO00026139152,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.228698770075884
201701,IBK_CODUNICO00029365207,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.42544333827465297
201701,IBK_CODUNICO00025885175,PRIMER_CANAL_3,PRODUCTO_3,CANAL_3,CANAL_1,0.620988172865175
201701,IBK_CODUNICO00026421693,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.46405318764060105
201701,IBK_CODUNICO00027824788,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.41190901954183007
201701,IBK_CODUNICO00024702319,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.407885909573002
201701,IBK_CODUNICO00025047023,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.222848653837689
201701,IBK_CODUNICO00022240642,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.42782958186833503
201701,IBK_CODUNICO0003270835,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.42516286055303604
201701,IBK_CODUNICO00027305328,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_4,0.6661903848157911
201701,IBK_CODUNICO00026997886,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.45794074537365004
201701,IBK_CODUNICO00025439823,PRIMER_CANAL_5,PRODUCTO_3,INF_NO_DISP,CANAL_1,0.407465897247677
201701,IBK_CODUNICO00026336802,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.45523319210409796
201701,IBK_CODUNICO00024853127,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.58924075679469
201701,IBK_CODUNICO00028921494,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.5888037431235439
201701,IBK_CODUNICO00027658907,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.6653610642062621
201701,IBK_CODUNICO00028016507,PRIMER_CANAL_1,PRODUCTO_4,CANAL_4,CANAL_1,0.664914883105756
201701,IBK_CODUNICO00019113285,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.449088150825044
201701,IBK_CODUNICO00029392166,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.27487134838578603
201701,IBK_CODUNICO00022607897,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.219910298494386
201701,IBK_CODUNICO00026228472,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.403217005943202
201701,IBK_CODUNICO00027762257,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.6149917802074389
201701,IBK_CODUNICO00028242663,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.44814025681317
201701,IBK_CODUNICO00027900917,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.647191755312215
201701,IBK_CODUNICO00020893613,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.647683795955775
201701,IBK_CODUNICO00028681547,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.5654238800272471
201701,IBK_CODUNICO00028660949,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.45411576692950706
201701,IBK_CODUNICO00026454856,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.612906673538274
201701,IBK_CODUNICO00025589755,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.612792471066265
201701,IBK_CODUNICO00028963472,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.64243670221653
201701,IBK_CODUNICO00028406378,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.604664210190616
201701,IBK_CODUNICO00022611349,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.606010732505884
201701,IBK_CODUNICO00027445724,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.5618637347780351
201701,IBK_CODUNICO00022650412,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.390445426172121
201701,IBK_CODUNICO00026082290,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.641040504000428
201701,IBK_CODUNICO00024713069,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.549363576225642
201701,IBK_CODUNICO00029337508,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.6033490760855911
201701,IBK_CODUNICO00019234111,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.641609008950808
201701,IBK_CODUNICO00026416744,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.605615535420684
201701,IBK_CODUNICO00029075648,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.390082689897808
201701,IBK_CODUNICO00020691864,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.337458229350143
201701,IBK_CODUNICO00020820164,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.576068566616911
201701,IBK_CODUNICO00027761162,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.629814470006838
201701,IBK_CODUNICO00027245241,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.38985870531328903
201701,IBK_CODUNICO00029403882,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.525980657827646
201701,IBK_CODUNICO00021059687,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.409052392083261
201701,IBK_CODUNICO00027178747,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.4014003278260829
201701,IBK_CODUNICO00027770886,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.599541491640523
201701,IBK_CODUNICO00029091197,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.401175117432033
201701,IBK_CODUNICO00023058884,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.382256204366807
201701,IBK_CODUNICO00028812699,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.578572797039149
201701,IBK_CODUNICO00029311975,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.40096836424442894
201701,IBK_CODUNICO00025219922,PRIMER_CANAL_4,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.40085972434661
201701,IBK_CODUNICO00021886120,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.537301050790382
201701,IBK_CODUNICO00028944565,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.38985056895281
201701,IBK_CODUNICO00028416884,PRIMER_CANAL_1,PRODUCTO_4,CANAL_1,CANAL_2,0.394104303798022
201701,IBK_CODUNICO00020932747,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.548539376414815
201701,IBK_CODUNICO00027841360,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.6344145385965579
201701,IBK_CODUNICO00028799917,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.6343822221389539
201701,IBK_CODUNICO00027429169,PRIMER_CANAL_1,PRODUCTO_4,CANAL_4,CANAL_2,0.602901682287897
201701,IBK_CODUNICO00029115458,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.405538974749661
201701,IBK_CODUNICO00028770699,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.6368800145518421
201701,IBK_CODUNICO00029407959,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.636656129242282
201701,IBK_CODUNICO00027768873,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.526096504250807
201701,IBK_CODUNICO00027900358,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.40581726607144697
201701,IBK_CODUNICO00027542232,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.39006215490859797
201701,IBK_CODUNICO00028392801,PRIMER_CANAL_1,PRODUCTO_3,CANAL_1,CANAL_2,0.605450262056309
201701,IBK_CODUNICO00027741090,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.539469315246585
201701,IBK_CODUNICO00029413454,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.642067989684436
201701,IBK_CODUNICO00029249640,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.641765197716978
201701,IBK_CODUNICO00019124033,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.448020930215557
201701,IBK_CODUNICO00027165158,PRIMER_CANAL_5,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.6062038554551921
201701,IBK_CODUNICO00029201861,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.6426856424399561
201701,IBK_CODUNICO00027444323,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.6425456187868349
201701,IBK_CODUNICO00025086204,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.643097276872675
201701,IBK_CODUNICO00026291395,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.562687577024331
201701,IBK_CODUNICO00026735826,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.524145468469553
201701,IBK_CODUNICO00024573295,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.39297376707438103
201701,IBK_CODUNICO00029235998,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.572425753808239
201701,IBK_CODUNICO00028610716,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.572407460891516
201701,IBK_CODUNICO00029040159,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.5574841873215001
201701,IBK_CODUNICO00027069095,PRIMER_CANAL_1,PRODUCTO_3,CANAL_2,CANAL_2,0.557414678924357
201701,IBK_CODUNICO00029129512,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.326944111437796
201701,IBK_CODUNICO00023767116,PRIMER_CANAL_4,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.523683170591127
201701,IBK_CODUNICO00021588899,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.5952634185318771
201701,IBK_CODUNICO00027834495,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.54577738781993
201701,IBK_CODUNICO00026040955,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.5582660002490689
201701,IBK_CODUNICO00020278227,PRIMER_CANAL_1,PRODUCTO_4,CANAL_2,CANAL_2,0.5588267640181109
201701,IBK_CODUNICO00026305204,PRIMER_CANAL_1,PRODUCTO_4,CANAL_1,CANAL_2,0.575359713059462
201701,IBK_CODUNICO00028156317,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.628937514863001
201701,IBK_CODUNICO00029133821,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.595400843679726
201701,IBK_CODUNICO00027531971,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.5953833183173339
201701,IBK_CODUNICO00029274651,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.558775562373031
201701,IBK_CODUNICO00027956730,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.5586769698764721
201701,IBK_CODUNICO00028230084,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.524379208400141
201701,IBK_CODUNICO00027597641,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.395688323275085
201701,IBK_CODUNICO00028225733,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.543672949246801
201701,IBK_CODUNICO00028387778,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.36845674554322705
201701,IBK_CODUNICO00026401363,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.544485261702505
201701,IBK_CODUNICO00024527759,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.4973593118672371
201701,IBK_CODUNICO00027364403,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.544617051315479
201701,IBK_CODUNICO00021400318,PRIMER_CANAL_1,PRODUCTO_4,CANAL_4,CANAL_2,0.5446091463976789
201701,IBK_CODUNICO00022220966,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.571817522768963
201701,IBK_CODUNICO00028500383,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.5335939562140599
201701,IBK_CODUNICO00028291321,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_4,0.557070041802113
201701,IBK_CODUNICO00028411385,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.571976877602593
201701,IBK_CODUNICO0006242144,PRIMER_CANAL_5,PRODUCTO_1,CANAL_1,CANAL_2,0.544911994000227
201701,IBK_CODUNICO00028628035,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.37518777546505294
201701,IBK_CODUNICO00028088291,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.519526212602511
201701,IBK_CODUNICO00027376265,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.553867233385072
201701,IBK_CODUNICO00028420079,PRIMER_CANAL_4,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.5199327836903971
201701,IBK_CODUNICO00018438397,PRIMER_CANAL_4,PRODUCTO_2,CANAL_1,CANAL_1,0.36767788449154
201701,IBK_CODUNICO00028802010,PRIMER_CANAL_4,PRODUCTO_4,INF_NO_DISP,CANAL_4,0.38510797829622706
201701,IBK_CODUNICO00025436029,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_4,0.49617116488912394
201701,IBK_CODUNICO00029276399,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.48799402174995293
201701,IBK_CODUNICO00025936957,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.518576151856734
201701,IBK_CODUNICO00028500841,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.5185679800102421
201701,IBK_CODUNICO00028126996,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.43432052632608004
201701,IBK_CODUNICO00025031599,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.434317306749864
201701,IBK_CODUNICO00025975250,PRIMER_CANAL_4,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.5014425939675179
201701,IBK_CODUNICO00028765690,PRIMER_CANAL_1,PRODUCTO_4,CANAL_4,CANAL_2,0.518653451949363
201701,IBK_CODUNICO00025455278,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.485978801258712
201701,IBK_CODUNICO00025303136,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.378932411398632
201701,IBK_CODUNICO00028819739,PRIMER_CANAL_5,PRODUCTO_3,INF_NO_DISP,CANAL_1,0.518068981359083
201701,IBK_CODUNICO00027056239,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.528976927299486
201701,IBK_CODUNICO00027432073,PRIMER_CANAL_4,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.530526010100092
201701,IBK_CODUNICO00025289026,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.51017695091778
201701,IBK_CODUNICO00028103418,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.541691322891759
201701,IBK_CODUNICO00026916120,PRIMER_CANAL_5,PRODUCTO_4,CANAL_1,CANAL_1,0.509607586430811
201701,IBK_CODUNICO00028895437,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.510526064842469
201701,IBK_CODUNICO00023532686,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.38447577819352596
201701,IBK_CODUNICO00029416159,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.509641728529484
201701,IBK_CODUNICO00027228143,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.529902789754312
201701,IBK_CODUNICO00023597698,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.5105140537898051
201701,IBK_CODUNICO00024903430,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.36796953433835705
201701,IBK_CODUNICO00026555585,PRIMER_CANAL_4,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.48822686316534497
201701,IBK_CODUNICO00029061849,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.531853423471511
201701,IBK_CODUNICO0005131206,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.476094597071714
201701,IBK_CODUNICO00028709203,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.508283560170661
201701,IBK_CODUNICO00026791000,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.516958266464099
201701,IBK_CODUNICO00026670841,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.5169290488352971
201701,IBK_CODUNICO00023726946,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.493698740763289
201701,IBK_CODUNICO00022108796,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.508211533932706
201701,IBK_CODUNICO00027655852,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.371722444183662
201701,IBK_CODUNICO00025648582,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.509219676212
201701,IBK_CODUNICO00027620977,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.517833810822477
201701,IBK_CODUNICO00028804079,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.494119920093335
201701,IBK_CODUNICO00025379366,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.5012488602377341
201701,IBK_CODUNICO00028620618,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.372368492938384
201701,IBK_CODUNICO00028857547,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.5013504108587871
201701,IBK_CODUNICO00025673157,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.501990769394387
201701,IBK_CODUNICO00027232230,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.494140221951799
201701,IBK_CODUNICO00027707502,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.49993262891498297
201701,IBK_CODUNICO00029226610,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.456269825940632
201701,IBK_CODUNICO00028223012,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.48369304762503207
201701,IBK_CODUNICO00028685939,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.43741190030370297
201701,IBK_CODUNICO00025171917,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.37706508464502
201701,IBK_CODUNICO00027216420,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.364653088299617
201701,IBK_CODUNICO00017158582,PRIMER_CANAL_1,PRODUCTO_4,CANAL_4,CANAL_2,0.42964944998429605
201701,IBK_CODUNICO00024061847,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.492586809219379
201701,IBK_CODUNICO00027862660,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.483917999542137
201701,IBK_CODUNICO00015115888,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.22859381003031898
201701,IBK_CODUNICO00029408110,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.10534458531542099
201701,IBK_CODUNICO00024851559,PRIMER_CANAL_4,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.277915602541616
201701,IBK_CODUNICO00026370595,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.222759095934874
201701,IBK_CODUNICO00027625229,PRIMER_CANAL_1,PRODUCTO_4,INF_NO_DISP,CANAL_2,0.349466771032262
201701,IBK_CODUNICO00027506923,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.35569965905212103
201701,IBK_CODUNICO00019172499,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.34275884273421897
201701,IBK_CODUNICO00029270579,PRIMER_CANAL_4,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.170271338692801
201701,IBK_CODUNICO00029107950,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.134143399351394
201701,IBK_CODUNICO00028390102,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.22570044021494198
201701,IBK_CODUNICO00025167931,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.33669230384160104
201701,IBK_CODUNICO00025789583,PRIMER_CANAL_5,PRODUCTO_2,INF_NO_DISP,CANAL_1,0.165071974178879
201701,IBK_CODUNICO00028116077,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.0590924539560078
201701,IBK_CODUNICO00027264138,PRIMER_CANAL_1,PRODUCTO_3,INF_NO_DISP,CANAL_2,0.0984221540862161
201701,IBK_CODUNICO00029314618,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.0780482757857398
201701,IBK_CODUNICO00028939830,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_4,0.123643068060108
201701,IBK_CODUNICO00028130103,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.0769007104411592
201701,IBK_CODUNICO00028907604,PRIMER_CANAL_1,PRODUCTO_1,INF_NO_DISP,CANAL_2,0.326169417989677
201701,IBK_CODUNICO00027695253,PRIMER_CANAL_5,PRODUCTO_1,INF_NO_DISP,CANAL_1,0.154037248085076
201701,IBK_CODUNICO00028407944,PRIMER_CANAL_5,PRODUCTO_4,INF_NO_DISP,CANAL_1,0.11435120460141802
